LabelOfGeographic
SearchKey,EN,JP
U_1026,Panel,パネル
U_1027,Paper,紙
U_1028,Parameter,パラメーター
U_1029,Parent,親
U_1030,Park,公園
U_1031,Participate,参加する
U_1032,Partner,パートナー
U_1033,Party,パーティー
U_1034,Pass,パス
U_1035,Past,過去
U_1036,Pathway,経路
U_1037,Patient,患者
U_1038,Pattern,パターン
U_1039,Paul,ポール
U_1040,Pay,支払い
U_1041,Peace,平和
U_1042,Peak,ピーク
U_1043,Peptide,ペプチド
U_1044,Percent,パーセント
U_1045,Percentage,パーセンテージ
U_1046,Perfect,パーフェクト
U_1047,Perform,実行する
U_1048,Performance,パフォーマンス
U_1049,Perhaps,たぶん
U_1050,Period,期間
U_1051,Permit,許可
U_1052,Personal,パーソナル
U_1053,Peter,ピーター
U_1054,Phase,段階
U_1055,Phone,電話
U_1056,Photo,フォト
U_1057,Phrase,フレーズ
U_1058,Physical,物理的
U_1059,Pick,ピック
U_1060,Picture,絵
U_1061,Piece,作品
U_1062,Pilot,パイロット
U_1063,Plan,プラン
U_1064,Plane,プレーン
U_1065,Planning,計画
U_1066,Plant,プラント
U_1067,Plate,プレート
U_1068,Play,遊ぶ
U_1069,Please,お願いする
U_1070,Plot,プロット
U_1071,Plus,プラス
U_1072,Point,ポイント
U_1073,Policy,ポリシー
U_1074,Political,政治的
U_1075,Politics,政治
U_1076,Pool,プール
U_1077,Poor,貧しい
U_1078,Pop,ポップ
U_1079,Popular,人気のある
U_1080,Population,人口
U_1081,Port,ポート
U_1082,Position,ポジション
U_1083,Positive,ポジティブ
U_1084,Possibility,可能性
U_1085,Possibly,たぶん
U_1086,Post,ポスト
U_1087,Postal,郵便
U_1088,Potential,ポテンシャル
U_1089,Pound,ポンド
U_1090,Power,パワー
U_1091,Powerful,パワフル
U_1092,Practice,練習
U_1093,Predict,予測する
U_1094,Prefer,好む
U_1095,Prepare,準備する
U_1096,Presence,プレゼンス
U_1097,Present,現在
U_1098,President,大統領
U_1099,Presidential,大統領の
U_1100,Press,報道する
U_1101,Pressure,圧力
U_1102,Pretty,かわいい
U_1103,Prevent,防ぐ
U_1104,Previous,前の
U_1105,Previously,以前に
U_1106,Price,価格
U_1107,Primary,プライマリー
U_1108,Prime,首位の
U_1109,Primer,プライマー
U_1110,Principle,原則
U_1111,Print,プリント
U_1112,Prior,前の
U_1113,Prison,刑務所
U_1114,Private,プライベート
U_1115,Pro,賛成の
U_1116,Probability,確率
U_1117,Probably,多分
U_1118,Probe,査察
U_1119,Problem,問題
U_1120,Procedure,手順
U_1121,Process,プロセス
U_1122,Product,製品
U_1123,Production,生産
U_1124,Professional,プロ
U_1125,Professor,教授
U_1126,Profile,プロフィール
U_1127,Profit,利益
U_1128,Program,プログラム
U_1129,Progress,進捗
U_1130,Project,プロジェクト
U_1131,Promise,約束
U_1132,Promoter,プロモーター
U_1133,Property,プロパティ
U_1134,Proposal,提案
U_1135,Propose,提案する
U_1136,Protect,守る
U_1137,Protection,保護
U_1138,Protein,タンパク質
U_1139,Protocol,プロトコル
U_1140,Prove,証明する
U_1141,Provide,提供する
U_1142,Public,パブリック
U_1143,Publication,出版
U_1144,Publish,パブリッシュ
U_1145,Pull,引く
U_1146,Purchase,購入
U_1147,Purpose,目的
U_1148,Push,押す
U_1149,Put,置く
U_1150,Quality,品質
U_1151,Quarter,四半期
U_1152,Question,質問
U_1153,Quickly,すぐに
U_1154,Quite,かなり
U_1155,Race,レース
U_1156,Radio,ラジオ
U_1157,Rain,雨
U_1158,Raise,上げる
U_1159,Random,ランダム
U_1160,Range,範囲
U_1161,Rank,ランク
U_1162,Rat,ラット
U_1163,Rate,レート
U_1164,Rather,むしろ
U_1165,Reach,達する
U_1166,Reaction,反応
U_1167,Read,読む
U_1168,Reader,リーダー
U_1169,Reading,読み取り
U_1170,Ready,レディー
U_1171,Real,本当の
U_1172,Reality,現実
U_1173,Realize,実現する
U_1174,Really,本当に
U_1175,Reason,理由
U_1176,Recall,想起
U_1177,Receive,受け取る
U_1178,Recent,最近
U_1179,Recently,最近
U_1180,Receptor,受容体
U_1181,Recognize,認識する
U_1182,Recommend,推薦する
U_1183,Record,レコード
U_1184,Red,赤
U_1185,Reduce,減らす
U_1186,Reduction,削減
U_1187,Refer,参照する
U_1188,Reference,リファレンス
U_1189,Reflect,反映する
U_1190,Reform,改革
U_1191,Refuse,拒む
U_1192,Regard,観点
U_1193,Region,地域
U_1194,Regular,レギュラー
U_1195,Regulate,調整する
U_1196,Regulation,レギュレーション
U_1197,Regulatory,規制
U_1198,Relate,関連する
U_1199,Relation,関係
U_1200,Relationship,関係
U_1201,Relative,相対的な
U_1202,Relatively,相対的に
U_1203,Release,リリース
U_1204,Relevant,関連した
U_1205,Religious,宗教的な
U_1206,Remain,残る
U_1207,Remember,覚えている
U_1208,Remind,リマインド
U_1209,Remove,削除する
U_1210,Repeat,リピート
U_1211,Replace,交換する
U_1212,Report,レポート
U_1213,Reporter,レポーター
U_1214,Represent,表す
U_1215,Representative,代表
U_1216,Request,リクエスト
U_1217,Researcher,研究者
U_1218,Reserve,リザーブ
U_1219,Resident,居住者
U_1220,Residue,残りかす
U_1221,Resort,リゾート
U_1222,Resource,リソース
U_1223,Respect,尊敬
U_1224,Respectively,それぞれ
U_1225,Respond,反応する
U_1226,Response,応答
U_1227,Responsibility,責任
U_1228,Responsible,責任のある
U_1229,Rest,残り
U_1230,Restaurant,レストラン
U_1231,Result,結果
U_1232,Return,リターン
U_1233,Reveal,明らかにする
U_1234,Revenue,収入
U_1235,Reverse,リバース
U_1236,Review,レビュー
U_1237,Rich,リッチ
U_1238,Richard,リチャード
U_1239,Ride,乗り心地
U_1240,Right,右
U_1241,Rights,ライツ
U_1242,Ring,リング
U_1243,Rise,上昇
U_1244,Risk,リスク
U_1245,Rna,RNA
U_1246,Road,道路
U_1247,Robert,ロバート
U_1248,Rock,岩
U_1249,Role,役割
U_1250,Roll,ロール
U_1251,Room,部屋
U_1252,Root,ルート
U_1253,Round,ラウンド
U_1254,Route,ルート
U_1255,Rule,ルール
U_1256,Run,ラン
U_1257,Sad,悲しい
U_1258,Safe,安全な
U_1259,Safety,安全性
U_1260,Sale,販売
U_1261,Same,同じ
U_1262,Sample,サンプル
U_1263,San,San Francisco
U_1264,Santa,サンタ
U_1265,Saturday,土曜日
U_1266,Save,セーブ
U_1267,Say,言う
U_1268,Scale,スケール
U_1269,Scandal,スキャンダル
U_1270,Scene,シーン
U_1271,Schedule,スケジュール
U_1272,School,学校
U_1273,Science,科学
U_1274,Scientist,科学者
U_1275,Score,スコア
U_1276,Screen,スクリーン
U_1277,Screening,スクリーニング
U_1278,Sea,海
U_1279,Search,検索
U_1280,Season,シーズン
U_1281,Seat,シート
U_1282,Second,2番目
U_1283,Secret,秘密
U_1284,Secretary,秘書
U_1285,Section,セクション
U_1286,Security,セキュリティ
U_1287,See,見る
U_1288,Seek,シーク
U_1289,Seem,見える
U_1290,Select,選ぶ
U_1291,Selection,選択
U_1292,Sell,販売
U_1293,Senate,上院
U_1294,Send,送信
U_1295,Senior,シニア
U_1296,Sense,センス
U_1297,September,9月
U_1298,Sequence,シーケンス
U_1299,Series,シリーズ
U_1300,Serious,深刻
U_1301,Seriously,真剣に
U_1302,Serum,血清
U_1303,Serve,サーブ
U_1304,Service,サービス
U_1305,Set,セット
U_1306,Settle,落ち着く
U_1307,Sexual,性的
U_1308,Shall,意思
U_1309,Shape,形状
U_1310,Share,シェア
U_1311,Shift,シフト
U_1312,Ship,船
U_1313,Shirt,シャツ
U_1314,Shock,ショック
U_1315,Shoot,撃つ
U_1316,Shop,ショップ
U_1317,Shopping,ショッピング
U_1318,Short,ショート
U_1319,Shot,ショット
U_1320,Show,ショー
U_1321,Side,サイド
U_1322,Sign,サイン
U_1323,Signal,信号
U_1324,Simon,サイモン
U_1325,Simple,簡単
U_1326,Simply,単に
U_1327,Sing,歌う
U_1328,Single,シングル
U_1329,Sister,妹
U_1330,Sit,座る
U_1331,Site,サイト
U_1332,Situation,状況
U_1333,Size,サイズ
U_1334,Skill,スキル
U_1335,Skin,皮膚
U_1336,Slate,スレート
U_1337,Sleep,睡眠
U_1338,Slide,スライド
U_1339,Slow,遅い
U_1340,Smith,スミス
U_1341,Snow,雪
U_1342,Social,ソーシャル
U_1343,Society,社会
U_1344,Software,ソフトウェア
U_1345,Solution,ソリューション
U_1346,Somebody,誰か
U_1347,Somehow,何とか
U_1348,Something,何か
U_1349,Sometime,いつか
U_1350,Somewhat,多少
U_1351,Son,息子
U_1352,Song,歌
U_1353,Sorry,ごめんなさい
U_1354,Sort,ソート
U_1355,Soul,魂
U_1356,Sound,聞こえる
U_1357,Source,ソース
U_1358,South,南
U_1359,Southern,サザン
U_1360,Space,スペース
U_1361,Speak,話す
U_1362,Special,特別な
U_1363,Species,種類
U_1364,Specific,特定
U_1365,Specifically,具体的に
U_1366,Speech,スピーチ
U_1367,Speed,速度
U_1368,Spell,スペル
U_1369,Spend,過ごす
U_1370,Spending,支出
U_1371,Spike,スパイク
U_1372,Spin,スピン
U_1373,Sport,スポーツ
U_1374,Spot,スポット
U_1375,Spread,スプレッド
U_1376,Spring,春
U_1377,Square,平方
U_1378,Staff,スタッフ
U_1379,Stage,ステージ
U_1380,Stain,染色
U_1381,Stand,立つ
U_1382,Standard,標準
U_1383,Star,スター
U_1384,Start,スタート
U_1385,State,状態
U_1386,Statement,声明
U_1387,Station,駅
U_1388,Statistical,統計的
U_1389,Status,状態
U_1390,Stay,滞在
U_1391,Step,ステップ
U_1392,Stick,棒
U_1393,Stone,石
U_1394,Stop,停止
U_1395,Store,店
U_1396,Story,ストーリー
U_1397,Straight,まっすぐ
U_1398,Strain,緊張させる
U_1399,Strange,奇妙な
U_1400,Strategy,戦略
U_1401,Street,ストリート
U_1402,Stress,ストレス
U_1403,Strike,ストライキ
U_1404,Strong,強い
U_1405,Structure,構造
U_1406,Struggle,闘争
U_1407,Student,生徒
U_1408,Study,研究する
U_1409,Stuff,スタッフ
U_1410,Stupid,愚か
U_1411,Style,スタイル
U_1412,Subject,主題
U_1413,Success,成功
U_1414,Successful,成功した
U_1415,Such,そのような
U_1416,Suffer,苦しむ
U_1417,Suggest,提案する
U_1418,Suit,適す
U_1419,Summer,夏
U_1420,Sun,太陽
U_1421,Sunday,日曜日
U_1422,Supply,供給
U_1423,Support,サポート
U_1424,Suppose,仮定する
U_1425,Sure,確かに
U_1426,Surface,表面
U_1427,Surprise,驚き
U_1428,Surround,サラウンド
U_1429,Survey,調査
U_1430,Survive,生き残る
U_1431,Suspect,容疑者
U_1432,System,システム
U_1433,Table,テーブル
U_1434,Tag,タグ
U_1435,Take,取る
U_1436,Talk,トーク
U_1437,Tape,テープ
U_1438,Target,ターゲット
U_1439,Task,仕事
U_1440,Taste,味
U_1441,Tax,税
U_1442,Teach,教える
U_1443,Teacher,先生
U_1444,Team,チーム
U_1445,Technique,技術
U_1446,Technology,テクノロジー
U_1447,Television,テレビ
U_1448,Tell,伝える
U_1449,Temperature,温度
U_1450,Temple,寺
U_1451,Tend,傾向がある
U_1452,Term,期間
U_1453,Terminal,ターミナル
U_1454,Terrorist,テロリスト
U_1455,Test,テスト
U_1456,Testimony,証言
U_1457,Testing,検査
U_1458,Th,序数(順番)を表す
U_1459,Thank,感謝
U_1460,Theater,劇場
U_1461,Themselves,自分自身
U_1462,Theory,理論
U_1463,Therapy,治療
U_1464,Third,第3
U_1465,Thomas,トーマス
U_1466,Thread,スレッド
U_1467,Threat,脅威
U_1468,Threaten,脅す
U_1469,Throw,投げる
U_1470,Thursday,木曜日
U_1471,Ticket,チケット
U_1472,Tie,結合する
U_1473,Time,時間
U_1474,Tissue,生物の組織体
U_1475,Title,タイトル
U_1476,Today,今日
U_1477,Together,いっしょに
U_1478,Tom,トム
U_1479,Tomorrow,明日
U_1480,Tonight,今夜
U_1481,Tool,ツール
U_1482,Top,トップ
U_1483,Topic,トピック
U_1484,Total,合計
U_1485,Totally,完全に
U_1486,Touch,触れる
U_1487,Tough,タフ
U_1488,Tour,ツアー
U_1489,Tourist,観光客
U_1490,Track,トラック
U_1491,Trade,貿易
U_1492,Traditional,伝統的な
U_1493,Train,列車
U_1494,Training,トレーニング
U_1495,Transcript,転写物
U_1496,Transcription,転写
U_1497,Transfer,転送
U_1498,Travel,旅行
U_1499,Treatment,治療
U_1500,Trend,トレンド
U_1501,Trial,公判
U_1502,Trip,旅
U_1503,Trouble,トラブル
U_1504,True,真の
U_1505,Trust,信頼
U_1506,Truth,真実
U_1507,Try,試す
U_1508,Tuesday,火曜日
U_1509,Tumor,腫瘍
U_1510,Turn,順番
U_1511,Tv,テレビ
U_1512,Twice,2回
U_1513,Type,タイプ
U_1514,Uh,ええと
U_1515,Um,うーん
U_1516,Under,下
U_1517,Understand,理解する
U_1518,Understanding,理解
U_1519,Unique,ユニーク
U_1520,Unit,ユニット
U_1521,United,連合した
U_1522,University,大学
U_1523,Urge,衝動
U_1524,Use,使用
U_1525,Useful,便利
U_1526,User,ユーザー
U_1527,Uses,用途
U_1528,Usually,ふつう
U_1529,Vacation,休暇
U_1530,Valley,谷
U_1531,Value,価値
U_1532,Variable,変数
U_1533,Variation,バリエーション
U_1534,Variety,多様性
U_1535,Various,さまざまな
U_1536,Vector,ベクトル
U_1537,Version,バージョン
U_1538,Via,ビア
U_1539,Vice,悪徳
U_1540,Victim,被害者
U_1541,Victory,勝利
U_1542,Video,ビデオ
U_1543,Violence,暴力
U_1544,Virus,ウイルス
U_1545,Visit,訪問
U_1546,Visitor,訪問者
U_1547,Voice,声
U_1548,Volume,容積
U_1549,Vote,投票
U_1550,Voter,有権者
U_1551,Wait,待つ
U_1552,Walk,歩く
U_1553,War,戦争
U_1554,Wash,ウォッシュ
U_1555,Watch,見る
U_1556,Way,方法
U_1557,We,我々
U_1558,Weapon,武器
U_1559,Weather,天気
U_1560,Wednesday,水曜日
U_1561,Weekend,週末
U_1562,Weight,重さ
U_1563,Weird,奇妙な
U_1564,Welcome,ようこそ
U_1565,Western,西部地方の
U_1566,White,白
U_1567,Wife,妻
U_1568,Wild,野生
U_1569,Will,意志
U_1570,William,ウィリアム
U_1571,Willow,柳
U_1572,Win,勝利
U_1573,Wind,風
U_1574,Window,窓
U_1575,Wine,ワイン
U_1576,Winter,冬
U_1577,Wish,希望
U_1578,Witness,証人
U_1579,Wonder,不思議
U_1580,Wonderful,素晴らしい
U_1581,Word,単語
U_1582,Work,仕事
U_1583,Worker,労働者
U_1584,Worry,心配する
U_1585,Worse,もっと悪い
U_1586,Worst,最悪
U_1587,Worth,価値
U_1588,Wow,ワオ
U_1589,Write,書く
U_1590,Writer,著者
U_1591,Wrong,間違った
U_1592,Xander,ザンダー
U_1593,Yard,庭
U_1594,Ye,なんじら
U_1595,Yield,産出
U_1596,York,ヨーク
U_1597,Young,若い
U_1598,Younger,年下
